ID,Name,Short Name,Ultra Short Name,ID Industry,ID Address,ID Address - City,ID Address - Level 1 Sub Division,ID Address - Level 2 Sub Division,ID Address - Country,ID Company Type,ID Specialization,Website URL,Founded Date,Annual Revenue,Employee Count,Description,Employee Min Count,Employee Max Count,Company Logo URL,,,,,
1.0,Alten Energy,Alten Energy,AE,3.0,"Miami, Florida, United States",24.0,9.0,9.0,237.0,1.0,2.0,http://www.altenenergy.us,2010-01-01 00:00:00,4999999.0,16.0,"Alten Energy is Your Premier Solar PV, Micro-Grids &amp; Energy Storage Contractor. A Top Solar Contractor and with over 120 MWdc &amp; 5 MWh of BESS installed, Alten specializes in the construction of PV facilities and is an integrator of Micro-Grids and energy storage systems for the commercial and utility scale sector. Alten makes it easy for customers to deliver successful projects, on time and within budget.",11.0,50.0,"https://images.crunchbase.com/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/ve0xgfgsi5xpxc2fvqag",,,,,
2.0,Decom Solar,Decom Solar,DS,3.0,"Watertown, Massachusetts, United States",59.0,21.0,21.0,237.0,1.0,,http://www.decomsolar.com,⁠,5000000.0,2.0,"Decom Solar is a client focused organization that seeks to make the headache of dealing with expired equipment effortless for our clients. We offer turnkey solar decommissioning, from site assessment, permitting, incentive management, coordination, through deconstruction and sustainable disposal.  By leveraging established relationships with local labor, logistics companies, recyclers, resellers and nonprofits, Decom Solar guarantees that all solar waste will be properly redeployed or recycled so that everyone with a vested interest in a solar project can positively impact our planet.",2.0,10.0,https://images.squarespace-cdn.com/content/v1/636c50679222c7077e23915a/8cfc336e-96fd-46b0-9f04-88ec0d6d6e08/decom-solar-logo-final+%281%29+%281%29.png?format=1500w,,,,,
3.0,Green Lantern Solar,Green Lantern,GLS,3.0,"Waterbury, Vermont, United States",144.0,45.0,45.0,237.0,1.0,2.0,http://www.greenlanternsolar.com,2011-01-01 00:00:00,5500000.0,15.0,"No Cost, Guaranteed Savings! The Northeast's leading provider of turn-key, commercial scale solar solutions.  With over100 solar projects operating generating over 75 MW of electricity, representing over $75 million in total investment, saving our customers over $1MM in utility savings, and recently being named as a top 20 Solar developer and a top 100 solar contractor in the US, we are the Northeast's Commercial Solar experts! Green Lantern Solar, of Waterbury, VT, is a full-service renewable energy company with a particular interest in working with owners to revitalize and re-develop low-value sites such as brownfields, landfills, quarries/pits/extraction sites and other challenging real estate that is not suitable for other forms of development.  We develop, finance, construct and operate projects for a variety of institutional customers that include: schools, municipalities, hospitals, local and state government entities, non-profits, commercial &amp; industrial companies, private businesses, resorts &amp; hotels, and large real estate properties. We have created a financing solution that allows all customers to participate in solar and receive guaranteed utility savings, without any up-front investment. We are proud to be an industry leader helping create a thriving clean energy economy in Vermont. We work with flexible investors and lenders to finance projects. We engage best-in-class consultants and engineering partners to deliver turn-key projects. We use local sub-contractors for all construction and installation. We deliver meaningful savings to customers and property tax revenue to towns across the Northeast.  In addition to our portfolio of operating projects, we  have another 20 MW of solar capacity in development around New England.  If you are a large energy user and you want a zero-cost, guaranteed-savings solar solution, please contact us! info@greenlanternsolar.com",11.0,50.0,https://greenlanternsolar.com/wp-content/uploads/2022/05/GreenLanternSolar_Logo.png,,,,,
4.0,Nessel Energy,Nessel Energy,NE,3.0,-,-,-,-,237.0,1.0,-,https://www.nesselenergy.com,2012-01-01 00:00:00,-,2.0,"Nessel Energy provides sustainable energy solutions for real estate owners and developers. We leverage over 20 years of real estate experience across commercial, multifamily, and industrial properties to provide unparalleled energy advising and services.",2.0,10.0,https://nessel.wpenginepowered.com/wp-content/uploads/2020/08/ne-logo-lg.png,,,,,
5.0,Sistine Solar,Sistine Solar,SS,3.0,"Somerville, Massachusetts, United States",58.0,21.0,21.0,237.0,1.0,-,http://www.sistinesolar.com,2012-01-01 00:00:00,5700000.0,7.0,"Sistine Solar is a venture-backed Boston-based startup founded by MIT alums. Its flagship technology, SolarSkin®, is a patented aesthetic overlay that transforms the look of any solar array. It can make the array blend in with a homeowner’s roof—no matter what color, pattern, or style. Or it can convert it into a branding asset for businesses, an advertising medium for marketers, signage for street furniture, a canvas for an artist—the possibilities are endless.  SolarSkin was developed with the support of a $1million DOE SunShot award, has been rigorously tested for long-term durability at the National Renewable Energy Lab, and has been deployed in installations in 20 states around the country. For more, please visit https://www.sistinesolar.com.",2.0,10.0,https://image4.owler.com/logo/sistine-solar_owler_20191015_194740_large.png,,,,,
6.0,Solar Proponent,Solar Proponent,SP,3.0,-,-,-,-,237.0,-,2.0,https://www.solarproponent.com/,-,4999999.0,,-,-,-,https://www.solarproponent.com/wp-content/uploads/2020/12/Solar-Proponent-Logo-color.svg,,,,,
7.0,Venture Solar,Venture Solar,VS,3.0,-,-,-,-,237.0,-,-,http://venturesolar.com,-,33000000.0,115.0,-,101.0,500.0,"https://res.cloudinary.com/energysage/image/fetch/s--W_bf_4aj--/b_auto,c_pad,f_auto,h_200,q_auto,w_200/https://es-media-prod.s3.amazonaws.com/media/supplier/logo/source/VentureSolar_StackedLogo_SolarGreen.png",,,,,
8.0,Momentum Solar,Momentum Solar,MS,3.0,-,-,-,-,237.0,-,-,https://www.momentumsolar.com/,-,161800000.0,870.0,-,801.0,5000.0,https://marvel-b1-cdn.bc0a.com/f00000000264154/www.momentumsolar.com/wp-content/uploads/2021/06/logo-light.png,,,,,
9.0,Solar-Fit,Solar-Fit,Solar-Fit,3.0,-,-,-,-,237.0,-,-,https://solar-fit.com/,-,4999999.0,⁠,-,-,-,https://solar-fit.com/images/logo-2_aptt7g6u.png,,,,,
10.0,The Solar Bill Review Team,Solar Bill Review,SBR,3.0,-,-,-,-,107.0,-,-,https://solarbillreview.com/,-,4999999.0,5.0,-,1.0,50.0,https://solarbillreview.com/wp-content/uploads/2023/06/SOLAR-BILL-REVIEW-TEAM.png,,,,,
11.0,GT Solar,GT Solar,GTS,3.0,-,-,-,-,237.0,-,-,http://www.gtsolarpiles.com,-,4999999.0,7.0,-,1.0,50.0,"https://img1.wsimg.com/isteam/ip/fdeacc9e-518c-4469-9ed4-e010a91c324e/GT%20FAB%20LOGO%20(1).JPG/:/rs=w:225,h:200,cg:true,m/cr=w:225,h:200/qt=q:95",,,,,
12.0,Mynt Solar,Mynt Solar,MS,3.0,-,-,-,-,237.0,-,2.0,https://www.myntsolar.com,-,4999999.0,,-,-,-,https://www.myntsolar.com/wp-content/uploads/2021/08/mynt-white.png,,,,,
13.0,Solar Cents,Solar Cents,SC,3.0,New Jersey,89.0,30.0,30.0,237.0,-,-,http://www.solarcents.net,-,4999999.0,5.0,-,2.0,10.0,https://solarcents.net/wp-content/uploads/2022/06/solarcents_logo-white.png,,,,,
